BookingID,Date,TimeSlot,ServiceType,EmployeeID,CustomerID,Duration,DayOfWeek,IsHolidayOrEvent,Season,IsWeekend,BookingStatus,EmployeeAvailability,FestivalImpact,CustomerType
BKG_197,2023-04-01,Morning,Standard Cleaning,Emp_19,CUST_197,2,Friday,1,Spring,0,Cancelled,1,0,Recurring
BKG_198,2023-12-09,Evening,Move-in/Move-out Cleaning,Emp_6,CUST_198,4,Friday,1,Summer,1,Confirmed,0,0,Recurring
BKG_199,2023-06-13,Afternoon,Move-in/Move-out Cleaning,Emp_4,CUST_199,1,Saturday,0,Spring,0,Confirmed,1,0,One-time
BKG_200,2023-07-26,Morning,Post-Event Cleaning,Emp_2,CUST_200,3,Tuesday,0,Winter,0,Confirmed,0,0,One-time
BKG_201,2023-06-15,Afternoon,Post-Event Cleaning,Emp_7,CUST_201,3,Tuesday,1,Winter,0,Cancelled,1,0,One-time
BKG_202,2023-07-12,Afternoon,Post-Event Cleaning,Emp_20,CUST_202,4,Thursday,1,Fall,0,Cancelled,1,0,One-time
BKG_203,2023-05-18,Afternoon,Standard Cleaning,Emp_9,CUST_203,3,Tuesday,0,Winter,0,Cancelled,0,0,One-time
BKG_204,2023-03-13,Afternoon,Post-Event Cleaning,Emp_12,CUST_204,1,Sunday,0,Spring,0,Confirmed,1,0,Recurring
BKG_205,2023-12-01,Morning,Standard Cleaning,Emp_4,CUST_205,4,Friday,0,Fall,0,Cancelled,1,0,One-time
BKG_206,2023-06-01,Morning,Deep Cleaning,Emp_20,CUST_206,1,Sunday,1,Summer,0,Cancelled,1,0,Recurring
BKG_207,2023-09-16,Evening,Standard Cleaning,Emp_1,CUST_207,4,Monday,0,Fall,0,Confirmed,1,0,One-time
BKG_208,2023-09-30,Evening,Deep Cleaning,Emp_17,CUST_208,4,Wednesday,1,Fall,0,Cancelled,0,0,Recurring
BKG_209,2023-03-23,Afternoon,Post-Event Cleaning,Emp_7,CUST_209,2,Wednesday,1,Fall,0,Confirmed,0,0,One-time
BKG_210,2023-08-27,Morning,Move-in/Move-out Cleaning,Emp_2,CUST_210,1,Saturday,0,Winter,0,Cancelled,1,0,One-time
BKG_211,2023-01-25,Afternoon,Standard Cleaning,Emp_2,CUST_211,3,Wednesday,1,Fall,0,Cancelled,0,0,Recurring
BKG_212,2023-03-20,Morning,Move-in/Move-out Cleaning,Emp_12,CUST_212,3,Saturday,0,Summer,1,Confirmed,0,0,Recurring
BKG_213,2023-06-16,Afternoon,Move-in/Move-out Cleaning,Emp_11,CUST_213,1,Tuesday,0,Spring,0,Cancelled,1,0,Recurring
BKG_214,2023-06-17,Morning,Move-in/Move-out Cleaning,Emp_19,CUST_214,3,Monday,1,Summer,0,Cancelled,1,0,One-time
BKG_215,2023-06-16,Evening,Standard Cleaning,Emp_6,CUST_215,3,Monday,1,Fall,0,Confirmed,1,0,One-time
BKG_216,2023-07-29,Morning,Deep Cleaning,Emp_20,CUST_216,1,Sunday,1,Summer,0,Confirmed,1,0,Recurring
BKG_217,2023-09-23,Morning,Deep Cleaning,Emp_10,CUST_217,4,Sunday,0,Summer,0,Cancelled,1,0,Recurring
BKG_218,2023-04-25,Evening,Move-in/Move-out Cleaning,Emp_7,CUST_218,1,Thursday,0,Fall,0,Confirmed,1,0,One-time
BKG_219,2023-10-02,Evening,Post-Event Cleaning,Emp_1,CUST_219,4,Friday,1,Winter,0,Cancelled,0,0,Recurring
BKG_220,2023-08-23,Evening,Move-in/Move-out Cleaning,Emp_20,CUST_220,3,Tuesday,1,Fall,0,Confirmed,1,0,One-time
BKG_221,2023-03-12,Afternoon,Deep Cleaning,Emp_18,CUST_221,3,Wednesday,0,Summer,1,Confirmed,0,0,One-time
BKG_222,2023-03-20,Morning,Move-in/Move-out Cleaning,Emp_14,CUST_222,3,Sunday,1,Fall,0,Confirmed,0,0,One-time
BKG_223,2023-08-19,Evening,Deep Cleaning,Emp_2,CUST_223,2,Tuesday,0,Winter,0,Cancelled,0,0,Recurring
BKG_224,2023-08-13,Evening,Post-Event Cleaning,Emp_19,CUST_224,4,Thursday,0,Summer,0,Cancelled,1,0,One-time
BKG_225,2023-12-18,Morning,Deep Cleaning,Emp_17,CUST_225,2,Friday,0,Spring,0,Cancelled,1,0,One-time
BKG_226,2023-08-11,Evening,Standard Cleaning,Emp_1,CUST_226,2,Sunday,0,Summer,0,Cancelled,0,0,One-time
BKG_227,2023-12-26,Afternoon,Move-in/Move-out Cleaning,Emp_11,CUST_227,1,Saturday,0,Fall,1,Cancelled,1,0,One-time
BKG_228,2023-11-07,Evening,Move-in/Move-out Cleaning,Emp_1,CUST_228,2,Monday,0,Spring,0,Confirmed,1,0,Recurring
BKG_229,2023-07-15,Evening,Move-in/Move-out Cleaning,Emp_12,CUST_229,1,Thursday,1,Winter,0,Confirmed,0,0,One-time
BKG_230,2023-03-01,Afternoon,Standard Cleaning,Emp_19,CUST_230,1,Sunday,1,Spring,0,Cancelled,0,0,Recurring
BKG_231,2023-03-13,Afternoon,Post-Event Cleaning,Emp_13,CUST_231,2,Saturday,0,Summer,0,Confirmed,1,0,Recurring
BKG_232,2023-10-17,Afternoon,Standard Cleaning,Emp_1,CUST_232,4,Friday,1,Fall,1,Confirmed,1,0,One-time
BKG_233,2023-08-21,Morning,Standard Cleaning,Emp_20,CUST_233,4,Sunday,1,Spring,0,Cancelled,0,0,Recurring
BKG_234,2023-12-07,Afternoon,Post-Event Cleaning,Emp_19,CUST_234,4,Thursday,1,Winter,1,Confirmed,1,0,One-time
BKG_235,2023-03-09,Evening,Deep Cleaning,Emp_11,CUST_235,4,Sunday,0,Summer,0,Cancelled,0,0,Recurring
BKG_236,2023-03-11,Morning,Standard Cleaning,Emp_19,CUST_236,4,Wednesday,1,Summer,0,Cancelled,0,0,Recurring
BKG_237,2023-06-19,Morning,Move-in/Move-out Cleaning,Emp_1,CUST_237,2,Thursday,1,Summer,1,Cancelled,0,0,Recurring
BKG_238,2023-03-29,Morning,Post-Event Cleaning,Emp_14,CUST_238,2,Monday,0,Spring,1,Confirmed,0,0,Recurring
BKG_239,2023-08-07,Afternoon,Deep Cleaning,Emp_13,CUST_239,3,Tuesday,1,Summer,0,Cancelled,1,0,One-time
BKG_240,2023-06-16,Morning,Deep Cleaning,Emp_17,CUST_240,4,Friday,0,Spring,0,Confirmed,0,0,Recurring
BKG_241,2023-11-10,Evening,Deep Cleaning,Emp_7,CUST_241,2,Wednesday,1,Spring,0,Confirmed,0,0,Recurring
BKG_242,2023-12-19,Evening,Post-Event Cleaning,Emp_13,CUST_242,3,Sunday,0,Summer,1,Cancelled,1,0,Recurring
BKG_243,2023-11-18,Evening,Post-Event Cleaning,Emp_15,CUST_243,4,Thursday,1,Summer,0,Cancelled,1,0,One-time
BKG_244,2023-12-14,Evening,Move-in/Move-out Cleaning,Emp_10,CUST_244,1,Friday,0,Summer,0,Confirmed,1,0,One-time
BKG_245,2023-11-11,Afternoon,Standard Cleaning,Emp_10,CUST_245,3,Friday,1,Spring,0,Cancelled,0,0,Recurring
BKG_246,2023-11-17,Evening,Post-Event Cleaning,Emp_5,CUST_246,2,Sunday,1,Fall,0,Confirmed,0,0,One-time
BKG_247,2023-06-07,Evening,Move-in/Move-out Cleaning,Emp_7,CUST_247,1,Monday,1,Winter,0,Confirmed,1,0,One-time
BKG_248,2023-04-12,Morning,Move-in/Move-out Cleaning,Emp_7,CUST_248,1,Monday,0,Fall,1,Confirmed,1,0,One-time
BKG_249,2023-10-22,Evening,Standard Cleaning,Emp_9,CUST_249,1,Monday,0,Fall,0,Cancelled,1,0,Recurring
BKG_250,2023-10-10,Morning,Deep Cleaning,Emp_8,CUST_250,3,Wednesday,1,Fall,0,Confirmed,0,0,One-time
BKG_251,2023-01-10,Evening,Post-Event Cleaning,Emp_18,CUST_251,2,Friday,1,Fall,0,Confirmed,0,0,One-time
BKG_252,2023-01-17,Afternoon,Deep Cleaning,Emp_12,CUST_252,1,Monday,0,Spring,0,Confirmed,1,0,One-time
BKG_253,2023-10-30,Afternoon,Move-in/Move-out Cleaning,Emp_14,CUST_253,4,Wednesday,0,Fall,1,Cancelled,1,0,One-time
BKG_254,2023-07-23,Morning,Standard Cleaning,Emp_16,CUST_254,1,Sunday,0,Winter,0,Confirmed,1,0,One-time
BKG_255,2023-08-14,Morning,Standard Cleaning,Emp_13,CUST_255,1,Saturday,1,Spring,0,Cancelled,1,0,One-time
BKG_256,2023-05-18,Morning,Deep Cleaning,Emp_4,CUST_256,3,Friday,0,Fall,0,Confirmed,1,0,Recurring
BKG_257,2023-06-22,Morning,Deep Cleaning,Emp_12,CUST_257,3,Thursday,0,Fall,0,Cancelled,0,0,Recurring
BKG_258,2023-08-15,Evening,Move-in/Move-out Cleaning,Emp_19,CUST_258,2,Tuesday,1,Summer,0,Confirmed,1,0,Recurring
BKG_259,2023-03-14,Evening,Post-Event Cleaning,Emp_17,CUST_259,4,Friday,0,Spring,0,Cancelled,0,0,One-time
BKG_260,2023-01-20,Evening,Post-Event Cleaning,Emp_3,CUST_260,3,Tuesday,0,Fall,0,Cancelled,0,0,One-time
BKG_261,2023-12-20,Morning,Post-Event Cleaning,Emp_1,CUST_261,1,Tuesday,0,Winter,1,Cancelled,1,0,Recurring
BKG_262,2023-09-13,Morning,Standard Cleaning,Emp_7,CUST_262,2,Tuesday,0,Summer,1,Cancelled,0,0,One-time
BKG_263,2023-04-18,Evening,Deep Cleaning,Emp_3,CUST_263,1,Wednesday,0,Spring,0,Cancelled,0,0,One-time
BKG_264,2023-11-26,Evening,Deep Cleaning,Emp_20,CUST_264,1,Monday,0,Spring,1,Confirmed,1,0,Recurring
BKG_265,2023-01-28,Morning,Standard Cleaning,Emp_12,CUST_265,3,Tuesday,1,Fall,0,Cancelled,1,0,Recurring
BKG_266,2023-02-18,Morning,Deep Cleaning,Emp_3,CUST_266,2,Sunday,0,Spring,0,Cancelled,1,0,One-time
BKG_267,2023-09-24,Afternoon,Deep Cleaning,Emp_18,CUST_267,4,Tuesday,0,Fall,0,Cancelled,1,0,One-time
BKG_268,2023-11-13,Evening,Standard Cleaning,Emp_12,CUST_268,4,Thursday,1,Winter,1,Confirmed,1,0,One-time
BKG_269,2023-10-10,Morning,Post-Event Cleaning,Emp_2,CUST_269,3,Monday,1,Spring,1,Confirmed,0,0,One-time
BKG_270,2023-03-02,Afternoon,Deep Cleaning,Emp_5,CUST_270,3,Friday,1,Fall,0,Cancelled,0,0,Recurring
BKG_271,2023-05-21,Morning,Deep Cleaning,Emp_13,CUST_271,2,Thursday,0,Summer,0,Confirmed,1,0,One-time
BKG_272,2023-10-19,Afternoon,Standard Cleaning,Emp_17,CUST_272,4,Tuesday,1,Fall,1,Confirmed,0,0,One-time
BKG_273,2023-02-12,Evening,Move-in/Move-out Cleaning,Emp_13,CUST_273,4,Wednesday,1,Spring,1,Cancelled,1,0,Recurring
BKG_274,2023-06-04,Evening,Post-Event Cleaning,Emp_14,CUST_274,4,Saturday,1,Spring,0,Confirmed,1,0,Recurring
BKG_275,2023-08-30,Afternoon,Move-in/Move-out Cleaning,Emp_5,CUST_275,1,Sunday,0,Spring,1,Cancelled,1,0,One-time
BKG_276,2023-08-07,Afternoon,Standard Cleaning,Emp_5,CUST_276,4,Wednesday,0,Winter,1,Cancelled,1,0,Recurring
BKG_277,2023-03-05,Morning,Move-in/Move-out Cleaning,Emp_17,CUST_277,1,Thursday,0,Summer,1,Cancelled,1,0,Recurring
BKG_278,2023-09-10,Evening,Post-Event Cleaning,Emp_16,CUST_278,2,Thursday,0,Spring,0,Confirmed,0,0,Recurring
BKG_279,2023-08-20,Morning,Standard Cleaning,Emp_18,CUST_279,1,Friday,1,Fall,0,Cancelled,1,0,One-time
BKG_280,2023-09-08,Afternoon,Move-in/Move-out Cleaning,Emp_14,CUST_280,2,Wednesday,0,Fall,1,Cancelled,1,0,Recurring
BKG_281,2023-07-12,Evening,Deep Cleaning,Emp_9,CUST_281,4,Friday,0,Winter,0,Confirmed,0,0,Recurring
BKG_282,2023-09-04,Morning,Post-Event Cleaning,Emp_4,CUST_282,4,Thursday,0,Spring,1,Confirmed,1,0,Recurring
BKG_283,2023-01-07,Morning,Standard Cleaning,Emp_16,CUST_283,2,Tuesday,0,Summer,0,Cancelled,1,0,Recurring
BKG_284,2023-03-28,Evening,Move-in/Move-out Cleaning,Emp_18,CUST_284,3,Sunday,0,Summer,0,Cancelled,0,0,Recurring
BKG_285,2023-12-13,Afternoon,Standard Cleaning,Emp_13,CUST_285,2,Friday,1,Fall,1,Cancelled,1,0,Recurring
BKG_286,2023-03-18,Afternoon,Standard Cleaning,Emp_16,CUST_286,3,Monday,1,Spring,0,Cancelled,1,0,Recurring
BKG_287,2023-03-31,Morning,Move-in/Move-out Cleaning,Emp_16,CUST_287,1,Friday,0,Spring,1,Confirmed,1,0,Recurring
BKG_288,2023-10-19,Afternoon,Standard Cleaning,Emp_14,CUST_288,1,Wednesday,0,Winter,1,Cancelled,1,0,One-time
BKG_289,2023-03-07,Afternoon,Post-Event Cleaning,Emp_17,CUST_289,1,Friday,1,Summer,1,Confirmed,1,0,Recurring
BKG_290,2023-07-31,Evening,Deep Cleaning,Emp_13,CUST_290,4,Sunday,1,Winter,0,Confirmed,0,0,One-time
BKG_291,2023-03-11,Morning,Post-Event Cleaning,Emp_5,CUST_291,1,Thursday,1,Summer,1,Confirmed,1,0,One-time
BKG_292,2023-02-12,Morning,Standard Cleaning,Emp_13,CUST_292,3,Wednesday,1,Summer,1,Cancelled,1,0,Recurring
BKG_293,2023-05-23,Evening,Standard Cleaning,Emp_19,CUST_293,1,Saturday,1,Summer,0,Confirmed,0,0,Recurring
BKG_294,2023-09-29,Afternoon,Standard Cleaning,Emp_8,CUST_294,2,Sunday,0,Summer,0,Cancelled,1,0,One-time
BKG_295,2023-09-17,Evening,Post-Event Cleaning,Emp_18,CUST_295,2,Thursday,0,Spring,0,Cancelled,1,0,Recurring
BKG_296,2023-12-04,Afternoon,Move-in/Move-out Cleaning,Emp_4,CUST_296,4,Monday,1,Fall,0,Cancelled,0,0,One-time
BKG_297,2023-08-24,Afternoon,Move-in/Move-out Cleaning,Emp_4,CUST_297,2,Tuesday,0,Winter,1,Confirmed,1,0,One-time
BKG_298,2023-03-17,Morning,Post-Event Cleaning,Emp_15,CUST_298,3,Monday,1,Winter,0,Cancelled,1,0,One-time
BKG_299,2023-12-03,Evening,Post-Event Cleaning,Emp_8,CUST_299,1,Thursday,1,Summer,0,Cancelled,0,0,Recurring
BKG_300,2024-01-01,Morning,Standard Cleaning,Emp_3,CUST_300,4,Thursday,1,Summer,0,Cancelled,1,0,Recurring
BKG_301,2023-11-19,Afternoon,Standard Cleaning,Emp_19,CUST_301,1,Wednesday,0,Winter,0,Cancelled,0,0,Recurring
BKG_302,2023-12-09,Morning,Post-Event Cleaning,Emp_10,CUST_302,1,Tuesday,0,Winter,0,Cancelled,0,0,One-time
BKG_303,2023-01-11,Afternoon,Move-in/Move-out Cleaning,Emp_20,CUST_303,3,Monday,0,Summer,1,Cancelled,1,0,Recurring
BKG_304,2023-01-12,Evening,Standard Cleaning,Emp_17,CUST_304,2,Wednesday,1,Spring,0,Cancelled,0,0,Recurring
BKG_305,2023-08-03,Evening,Deep Cleaning,Emp_15,CUST_305,2,Wednesday,1,Winter,1,Cancelled,1,0,Recurring
BKG_306,2023-05-08,Afternoon,Deep Cleaning,Emp_10,CUST_306,1,Friday,1,Fall,0,Confirmed,0,0,Recurring
BKG_307,2023-01-29,Evening,Post-Event Cleaning,Emp_14,CUST_307,4,Tuesday,1,Winter,1,Confirmed,1,0,One-time
BKG_308,2023-09-21,Evening,Move-in/Move-out Cleaning,Emp_6,CUST_308,2,Monday,1,Spring,0,Cancelled,0,0,Recurring
BKG_309,2023-12-16,Afternoon,Standard Cleaning,Emp_5,CUST_309,4,Saturday,1,Winter,0,Confirmed,0,0,Recurring
BKG_310,2023-05-06,Morning,Standard Cleaning,Emp_14,CUST_310,2,Wednesday,0,Winter,0,Confirmed,0,0,Recurring
BKG_311,2023-03-26,Morning,Deep Cleaning,Emp_10,CUST_311,4,Monday,0,Winter,1,Cancelled,1,0,Recurring
BKG_312,2023-11-04,Morning,Post-Event Cleaning,Emp_4,CUST_312,3,Thursday,0,Fall,1,Cancelled,0,0,One-time
BKG_313,2023-12-07,Evening,Standard Cleaning,Emp_2,CUST_313,4,Monday,1,Winter,0,Cancelled,1,0,One-time
BKG_314,2023-07-06,Evening,Standard Cleaning,Emp_10,CUST_314,3,Friday,0,Summer,0,Confirmed,0,0,One-time
BKG_315,2023-09-11,Morning,Post-Event Cleaning,Emp_6,CUST_315,3,Wednesday,1,Fall,1,Cancelled,0,0,Recurring
BKG_316,2023-02-20,Morning,Post-Event Cleaning,Emp_6,CUST_316,4,Tuesday,1,Fall,1,Cancelled,0,0,Recurring
BKG_317,2023-05-23,Afternoon,Deep Cleaning,Emp_19,CUST_317,3,Thursday,1,Spring,1,Confirmed,0,0,Recurring
BKG_318,2023-04-23,Morning,Move-in/Move-out Cleaning,Emp_18,CUST_318,1,Sunday,0,Winter,0,Cancelled,1,0,One-time
BKG_319,2023-07-10,Morning,Move-in/Move-out Cleaning,Emp_11,CUST_319,3,Monday,1,Fall,0,Cancelled,1,0,One-time
BKG_320,2023-02-17,Evening,Deep Cleaning,Emp_9,CUST_320,2,Friday,0,Winter,0,Cancelled,1,0,One-time
BKG_321,2023-05-20,Morning,Post-Event Cleaning,Emp_6,CUST_321,4,Sunday,1,Fall,0,Cancelled,1,0,Recurring
BKG_322,2023-05-30,Morning,Deep Cleaning,Emp_5,CUST_322,1,Friday,0,Spring,0,Confirmed,0,0,Recurring
BKG_323,2023-07-27,Morning,Post-Event Cleaning,Emp_6,CUST_323,4,Monday,1,Spring,0,Confirmed,0,0,One-time
BKG_324,2023-06-23,Morning,Deep Cleaning,Emp_12,CUST_324,2,Friday,0,Spring,0,Cancelled,0,0,Recurring
BKG_325,2023-08-14,Evening,Post-Event Cleaning,Emp_2,CUST_325,2,Tuesday,0,Winter,0,Confirmed,1,0,Recurring
BKG_326,2023-07-19,Evening,Deep Cleaning,Emp_2,CUST_326,2,Sunday,1,Winter,0,Confirmed,0,0,Recurring
BKG_327,2023-06-30,Afternoon,Deep Cleaning,Emp_11,CUST_327,3,Sunday,1,Winter,0,Cancelled,1,0,Recurring
BKG_328,2023-07-09,Morning,Post-Event Cleaning,Emp_1,CUST_328,3,Wednesday,1,Summer,1,Cancelled,1,0,Recurring
BKG_329,2023-07-16,Afternoon,Deep Cleaning,Emp_2,CUST_329,4,Monday,1,Fall,0,Confirmed,0,0,Recurring
BKG_330,2023-10-19,Evening,Deep Cleaning,Emp_2,CUST_330,4,Monday,1,Fall,0,Confirmed,0,0,Recurring
BKG_331,2023-01-15,Afternoon,Post-Event Cleaning,Emp_15,CUST_331,1,Sunday,0,Summer,0,Confirmed,1,0,One-time
BKG_332,2023-04-01,Evening,Standard Cleaning,Emp_2,CUST_332,1,Tuesday,1,Winter,0,Cancelled,0,0,Recurring
BKG_333,2023-05-30,Morning,Deep Cleaning,Emp_6,CUST_333,4,Sunday,0,Fall,0,Cancelled,1,0,One-time
BKG_334,2023-03-20,Morning,Deep Cleaning,Emp_17,CUST_334,3,Thursday,0,Fall,1,Confirmed,1,0,One-time
BKG_335,2023-02-16,Morning,Move-in/Move-out Cleaning,Emp_2,CUST_335,2,Thursday,0,Fall,0,Confirmed,0,0,One-time
BKG_336,2023-10-23,Afternoon,Standard Cleaning,Emp_9,CUST_336,4,Thursday,1,Fall,0,Confirmed,1,0,Recurring
BKG_337,2023-05-15,Afternoon,Move-in/Move-out Cleaning,Emp_7,CUST_337,1,Sunday,0,Summer,0,Confirmed,1,0,One-time
BKG_338,2023-06-09,Afternoon,Deep Cleaning,Emp_18,CUST_338,3,Monday,1,Winter,1,Cancelled,1,0,Recurring
BKG_339,2023-03-25,Morning,Move-in/Move-out Cleaning,Emp_7,CUST_339,4,Saturday,0,Fall,1,Cancelled,1,0,Recurring
BKG_340,2023-09-30,Evening,Deep Cleaning,Emp_1,CUST_340,4,Friday,1,Spring,0,Cancelled,0,0,One-time
BKG_341,2023-04-30,Morning,Post-Event Cleaning,Emp_18,CUST_341,3,Monday,0,Fall,0,Confirmed,1,0,One-time
BKG_342,2023-06-28,Afternoon,Move-in/Move-out Cleaning,Emp_14,CUST_342,4,Saturday,1,Fall,0,Confirmed,0,0,Recurring
BKG_343,2023-10-17,Evening,Move-in/Move-out Cleaning,Emp_11,CUST_343,3,Monday,0,Spring,1,Cancelled,0,0,Recurring
BKG_344,2023-11-17,Morning,Standard Cleaning,Emp_3,CUST_344,2,Monday,0,Spring,1,Confirmed,1,0,Recurring
BKG_345,2023-06-17,Afternoon,Move-in/Move-out Cleaning,Emp_7,CUST_345,3,Monday,1,Spring,0,Confirmed,0,0,One-time
BKG_346,2023-01-25,Afternoon,Move-in/Move-out Cleaning,Emp_18,CUST_346,3,Saturday,0,Summer,0,Confirmed,0,0,One-time
BKG_347,2023-08-19,Morning,Deep Cleaning,Emp_12,CUST_347,3,Sunday,0,Fall,0,Cancelled,0,0,Recurring
BKG_348,2023-11-02,Evening,Standard Cleaning,Emp_15,CUST_348,4,Tuesday,1,Spring,0,Confirmed,0,0,Recurring
BKG_349,2023-08-08,Afternoon,Post-Event Cleaning,Emp_16,CUST_349,4,Sunday,1,Spring,0,Confirmed,1,0,One-time
BKG_350,2023-12-28,Morning,Post-Event Cleaning,Emp_3,CUST_350,3,Wednesday,0,Spring,0,Cancelled,1,0,One-time
BKG_351,2023-11-09,Morning,Deep Cleaning,Emp_4,CUST_351,4,Thursday,0,Winter,0,Confirmed,0,0,One-time
BKG_352,2023-07-13,Morning,Move-in/Move-out Cleaning,Emp_10,CUST_352,1,Tuesday,1,Summer,0,Confirmed,1,0,Recurring
BKG_353,2023-02-06,Morning,Move-in/Move-out Cleaning,Emp_17,CUST_353,1,Sunday,0,Spring,0,Cancelled,1,0,One-time
BKG_354,2023-07-27,Morning,Standard Cleaning,Emp_2,CUST_354,4,Friday,0,Summer,0,Confirmed,1,0,Recurring
BKG_355,2023-09-24,Evening,Post-Event Cleaning,Emp_1,CUST_355,4,Saturday,1,Winter,1,Cancelled,1,0,One-time
BKG_356,2023-10-12,Evening,Move-in/Move-out Cleaning,Emp_12,CUST_356,3,Tuesday,0,Fall,0,Cancelled,1,0,One-time
BKG_357,2023-04-14,Evening,Deep Cleaning,Emp_2,CUST_357,2,Monday,0,Summer,0,Confirmed,0,0,One-time
BKG_358,2023-09-19,Evening,Standard Cleaning,Emp_4,CUST_358,4,Thursday,1,Summer,0,Cancelled,1,0,Recurring
BKG_359,2023-05-28,Morning,Post-Event Cleaning,Emp_10,CUST_359,1,Monday,1,Winter,0,Cancelled,0,0,Recurring
BKG_360,2023-03-23,Morning,Post-Event Cleaning,Emp_15,CUST_360,3,Monday,0,Fall,1,Cancelled,1,0,One-time
BKG_361,2023-10-25,Morning,Deep Cleaning,Emp_3,CUST_361,4,Thursday,1,Winter,1,Confirmed,1,0,Recurring
BKG_362,2023-09-03,Evening,Standard Cleaning,Emp_19,CUST_362,1,Friday,1,Fall,1,Confirmed,1,0,One-time
BKG_363,2023-12-31,Afternoon,Post-Event Cleaning,Emp_13,CUST_363,1,Tuesday,0,Spring,0,Cancelled,1,0,One-time
BKG_364,2023-02-04,Evening,Post-Event Cleaning,Emp_9,CUST_364,2,Wednesday,0,Spring,0,Confirmed,0,0,Recurring
BKG_365,2023-01-05,Morning,Move-in/Move-out Cleaning,Emp_3,CUST_365,3,Sunday,1,Spring,0,Cancelled,1,0,One-time
BKG_366,2023-09-27,Morning,Post-Event Cleaning,Emp_17,CUST_366,3,Sunday,0,Winter,1,Cancelled,1,0,One-time
BKG_367,2023-06-25,Evening,Post-Event Cleaning,Emp_3,CUST_367,2,Thursday,1,Fall,0,Confirmed,1,0,One-time
BKG_368,2023-05-15,Evening,Post-Event Cleaning,Emp_2,CUST_368,2,Tuesday,0,Winter,0,Confirmed,1,0,One-time
BKG_369,2023-06-20,Morning,Deep Cleaning,Emp_8,CUST_369,3,Thursday,1,Fall,1,Confirmed,1,0,Recurring
BKG_370,2023-06-26,Afternoon,Standard Cleaning,Emp_20,CUST_370,3,Monday,1,Summer,0,Confirmed,0,0,Recurring
BKG_371,2023-05-30,Evening,Move-in/Move-out Cleaning,Emp_3,CUST_371,4,Thursday,0,Fall,0,Cancelled,0,0,One-time
BKG_372,2023-07-29,Afternoon,Deep Cleaning,Emp_4,CUST_372,4,Thursday,0,Fall,1,Cancelled,1,0,Recurring
BKG_373,2023-07-22,Morning,Move-in/Move-out Cleaning,Emp_10,CUST_373,2,Sunday,0,Fall,0,Cancelled,0,0,One-time
BKG_374,2023-07-18,Morning,Post-Event Cleaning,Emp_13,CUST_374,4,Thursday,1,Spring,0,Confirmed,0,0,One-time
BKG_375,2023-09-01,Afternoon,Move-in/Move-out Cleaning,Emp_19,CUST_375,1,Tuesday,1,Summer,0,Confirmed,0,0,One-time
BKG_376,2023-03-24,Morning,Move-in/Move-out Cleaning,Emp_17,CUST_376,4,Friday,1,Fall,0,Cancelled,1,0,Recurring
BKG_377,2023-12-04,Morning,Standard Cleaning,Emp_11,CUST_377,4,Tuesday,0,Winter,0,Confirmed,1,0,One-time
BKG_378,2023-03-11,Afternoon,Move-in/Move-out Cleaning,Emp_18,CUST_378,1,Tuesday,1,Spring,0,Confirmed,0,0,Recurring
BKG_379,2023-11-28,Evening,Move-in/Move-out Cleaning,Emp_9,CUST_379,2,Thursday,0,Winter,0,Confirmed,1,0,One-time
BKG_380,2023-09-26,Afternoon,Standard Cleaning,Emp_12,CUST_380,1,Thursday,1,Winter,0,Confirmed,0,0,Recurring
BKG_381,2023-06-13,Afternoon,Move-in/Move-out Cleaning,Emp_13,CUST_381,4,Friday,1,Fall,0,Confirmed,0,0,Recurring
BKG_382,2023-02-21,Afternoon,Post-Event Cleaning,Emp_6,CUST_382,2,Thursday,0,Summer,0,Confirmed,1,0,Recurring
BKG_383,2023-08-30,Evening,Standard Cleaning,Emp_10,CUST_383,4,Wednesday,1,Fall,1,Cancelled,1,0,Recurring
BKG_384,2023-10-04,Evening,Standard Cleaning,Emp_7,CUST_384,1,Tuesday,1,Spring,0,Confirmed,0,0,Recurring
BKG_385,2023-06-02,Morning,Standard Cleaning,Emp_13,CUST_385,1,Monday,1,Spring,1,Cancelled,1,0,One-time
BKG_386,2023-01-21,Morning,Standard Cleaning,Emp_15,CUST_386,4,Sunday,1,Winter,0,Cancelled,1,0,Recurring
BKG_387,2023-05-29,Afternoon,Deep Cleaning,Emp_2,CUST_387,3,Sunday,0,Winter,0,Confirmed,1,0,Recurring
BKG_388,2023-08-28,Evening,Post-Event Cleaning,Emp_2,CUST_388,3,Thursday,1,Fall,0,Cancelled,0,0,Recurring
BKG_389,2023-05-27,Evening,Post-Event Cleaning,Emp_8,CUST_389,1,Thursday,0,Winter,0,Cancelled,0,0,One-time
BKG_390,2023-05-25,Evening,Post-Event Cleaning,Emp_3,CUST_390,1,Friday,0,Winter,0,Confirmed,0,0,Recurring
BKG_391,2023-08-20,Afternoon,Post-Event Cleaning,Emp_15,CUST_391,3,Saturday,0,Winter,1,Cancelled,1,0,One-time
BKG_392,2023-07-18,Afternoon,Move-in/Move-out Cleaning,Emp_5,CUST_392,3,Wednesday,0,Fall,0,Cancelled,0,0,Recurring
BKG_393,2023-05-26,Morning,Standard Cleaning,Emp_5,CUST_393,4,Sunday,1,Winter,0,Confirmed,0,0,Recurring
BKG_394,2023-12-16,Morning,Deep Cleaning,Emp_10,CUST_394,4,Wednesday,1,Winter,1,Confirmed,1,0,Recurring
